Year,State,State Code,Population,Estimated
1600,Alabama,AL,,
1601,Alabama,AL,,
1602,Alabama,AL,,
1603,Alabama,AL,,
1604,Alabama,AL,,
1605,Alabama,AL,,
1606,Alabama,AL,,
1607,Alabama,AL,,
1608,Alabama,AL,,
1609,Alabama,AL,,
1610,Alabama,AL,,
1611,Alabama,AL,,
1612,Alabama,AL,,
1613,Alabama,AL,,
1614,Alabama,AL,,
1615,Alabama,AL,,
1616,Alabama,AL,,
1617,Alabama,AL,,
1618,Alabama,AL,,
1619,Alabama,AL,,
1620,Alabama,AL,,
1621,Alabama,AL,,
1622,Alabama,AL,,
1623,Alabama,AL,,
1624,Alabama,AL,,
1625,Alabama,AL,,
1626,Alabama,AL,,
1627,Alabama,AL,,
1628,Alabama,AL,,
1629,Alabama,AL,,
1630,Alabama,AL,,
1631,Alabama,AL,,
1632,Alabama,AL,,
1633,Alabama,AL,,
1634,Alabama,AL,,
1635,Alabama,AL,,
1636,Alabama,AL,,
1637,Alabama,AL,,
1638,Alabama,AL,,
1639,Alabama,AL,,
1640,Alabama,AL,,
1641,Alabama,AL,,
1642,Alabama,AL,,
1643,Alabama,AL,,
1644,Alabama,AL,,
1645,Alabama,AL,,
1646,Alabama,AL,,
1647,Alabama,AL,,
1648,Alabama,AL,,
1649,Alabama,AL,,
1650,Alabama,AL,,
1651,Alabama,AL,,
1652,Alabama,AL,,
1653,Alabama,AL,,
1654,Alabama,AL,,
1655,Alabama,AL,,
1656,Alabama,AL,,
1657,Alabama,AL,,
1658,Alabama,AL,,
1659,Alabama,AL,,
1660,Alabama,AL,,
1661,Alabama,AL,,
1662,Alabama,AL,,
1663,Alabama,AL,,
1664,Alabama,AL,,
1665,Alabama,AL,,
1666,Alabama,AL,,
1667,Alabama,AL,,
1668,Alabama,AL,,
1669,Alabama,AL,,
1670,Alabama,AL,,
1671,Alabama,AL,,
1672,Alabama,AL,,
1673,Alabama,AL,,
1674,Alabama,AL,,
1675,Alabama,AL,,
1676,Alabama,AL,,
1677,Alabama,AL,,
1678,Alabama,AL,,
1679,Alabama,AL,,
1680,Alabama,AL,,
1681,Alabama,AL,,
1682,Alabama,AL,,
1683,Alabama,AL,,
1684,Alabama,AL,,
1685,Alabama,AL,,
1686,Alabama,AL,,
1687,Alabama,AL,,
1688,Alabama,AL,,
1689,Alabama,AL,,
1690,Alabama,AL,,
1691,Alabama,AL,,
1692,Alabama,AL,,
1693,Alabama,AL,,
1694,Alabama,AL,,
1695,Alabama,AL,,
1696,Alabama,AL,,
1697,Alabama,AL,,
1698,Alabama,AL,,
1699,Alabama,AL,,
1700,Alabama,AL,,
1701,Alabama,AL,,
1702,Alabama,AL,,
1703,Alabama,AL,,
1704,Alabama,AL,,
1705,Alabama,AL,,
1706,Alabama,AL,,
1707,Alabama,AL,,
1708,Alabama,AL,,
1709,Alabama,AL,,
1710,Alabama,AL,,
1711,Alabama,AL,,
1712,Alabama,AL,,
1713,Alabama,AL,,
1714,Alabama,AL,,
1715,Alabama,AL,,
1716,Alabama,AL,,
1717,Alabama,AL,,
1718,Alabama,AL,,
1719,Alabama,AL,,
1720,Alabama,AL,,
1721,Alabama,AL,,
1722,Alabama,AL,,
1723,Alabama,AL,,
1724,Alabama,AL,,
1725,Alabama,AL,,
1726,Alabama,AL,,
1727,Alabama,AL,,
1728,Alabama,AL,,
1729,Alabama,AL,,
1730,Alabama,AL,,
1731,Alabama,AL,,
1732,Alabama,AL,,
1733,Alabama,AL,,
1734,Alabama,AL,,
1735,Alabama,AL,,
1736,Alabama,AL,,
1737,Alabama,AL,,
1738,Alabama,AL,,
1739,Alabama,AL,,
1740,Alabama,AL,,
1741,Alabama,AL,,
1742,Alabama,AL,,
1743,Alabama,AL,,
1744,Alabama,AL,,
1745,Alabama,AL,,
1746,Alabama,AL,,
1747,Alabama,AL,,
1748,Alabama,AL,,
1749,Alabama,AL,,
1750,Alabama,AL,,
1751,Alabama,AL,,
1752,Alabama,AL,,
1753,Alabama,AL,,
1754,Alabama,AL,,
1755,Alabama,AL,,
1756,Alabama,AL,,
1757,Alabama,AL,,
1758,Alabama,AL,,
1759,Alabama,AL,,
1760,Alabama,AL,,
1761,Alabama,AL,,
1762,Alabama,AL,,
1763,Alabama,AL,,
1764,Alabama,AL,,
1765,Alabama,AL,,
1766,Alabama,AL,,
1767,Alabama,AL,,
1768,Alabama,AL,,
1769,Alabama,AL,,
1770,Alabama,AL,,
1771,Alabama,AL,,
1772,Alabama,AL,,
1773,Alabama,AL,,
1774,Alabama,AL,,
1775,Alabama,AL,,
1776,Alabama,AL,,
1777,Alabama,AL,,
1778,Alabama,AL,,
1779,Alabama,AL,,
1780,Alabama,AL,,
1781,Alabama,AL,,
1782,Alabama,AL,,
1783,Alabama,AL,,
1784,Alabama,AL,,
1785,Alabama,AL,,
1786,Alabama,AL,,
1787,Alabama,AL,,
1788,Alabama,AL,,
1789,Alabama,AL,,
1790,Alabama,AL,184139,False
1791,Alabama,AL,186840,True
1792,Alabama,AL,189541,True
1793,Alabama,AL,192242,True
1794,Alabama,AL,194943,True
1795,Alabama,AL,197644,True
1796,Alabama,AL,200345,True
1797,Alabama,AL,203046,True
1798,Alabama,AL,205747,True
1799,Alabama,AL,208448,True
1800,Alabama,AL,211149,False
1801,Alabama,AL,214590,True
1802,Alabama,AL,218032,True
1803,Alabama,AL,221473,True
1804,Alabama,AL,224914,True
1805,Alabama,AL,228356,True
1806,Alabama,AL,231797,True
1807,Alabama,AL,235238,True
1808,Alabama,AL,238679,True
1809,Alabama,AL,242121,True
1810,Alabama,AL,245562,False
1811,Alabama,AL,221150,True
1812,Alabama,AL,196738,True
1813,Alabama,AL,172327,True
1814,Alabama,AL,147915,True
1815,Alabama,AL,123503,True
1816,Alabama,AL,99091,True
1817,Alabama,AL,74679,True
1818,Alabama,AL,50268,True
1819,Alabama,AL,25856,True
1820,Alabama,AL,1444,False
1821,Alabama,AL,1663,True
1822,Alabama,AL,1882,True
1823,Alabama,AL,2101,True
1824,Alabama,AL,2320,True
1825,Alabama,AL,2540,True
1826,Alabama,AL,2759,True
1827,Alabama,AL,2978,True
1828,Alabama,AL,3197,True
1829,Alabama,AL,3416,True
1830,Alabama,AL,3635,False
1831,Alabama,AL,6366,True
1832,Alabama,AL,9097,True
1833,Alabama,AL,11828,True
1834,Alabama,AL,14559,True
1835,Alabama,AL,17290,True
1836,Alabama,AL,20021,True
1837,Alabama,AL,22752,True
1838,Alabama,AL,25483,True
1839,Alabama,AL,28214,True
1840,Alabama,AL,30945,False
1841,Alabama,AL,58390,True
1842,Alabama,AL,85834,True
1843,Alabama,AL,113279,True
1844,Alabama,AL,140723,True
1845,Alabama,AL,168168,True
1846,Alabama,AL,195613,True
1847,Alabama,AL,223057,True
1848,Alabama,AL,250502,True
1849,Alabama,AL,277946,True
1850,Alabama,AL,305391,False
1851,Alabama,AL,352440,True
1852,Alabama,AL,399489,True
1853,Alabama,AL,446538,True
1854,Alabama,AL,493587,True
1855,Alabama,AL,540636,True
1856,Alabama,AL,587685,True
1857,Alabama,AL,634734,True
1858,Alabama,AL,681783,True
1859,Alabama,AL,728832,True
1860,Alabama,AL,775881,False
1861,Alabama,AL,699205,True
1862,Alabama,AL,622528,True
1863,Alabama,AL,545852,True
1864,Alabama,AL,469176,True
1865,Alabama,AL,392500,True
1866,Alabama,AL,315823,True
1867,Alabama,AL,239147,True
1868,Alabama,AL,162471,True
1869,Alabama,AL,85794,True
1870,Alabama,AL,9118,False
1871,Alabama,AL,10285,True
1872,Alabama,AL,11452,True
1873,Alabama,AL,12619,True
1874,Alabama,AL,13786,True
1875,Alabama,AL,14954,True
1876,Alabama,AL,16121,True
1877,Alabama,AL,17288,True
1878,Alabama,AL,18455,True
1879,Alabama,AL,19622,True
1880,Alabama,AL,20789,False
1881,Alabama,AL,24966,True
1882,Alabama,AL,29142,True
1883,Alabama,AL,33319,True
1884,Alabama,AL,37495,True
1885,Alabama,AL,41672,True
1886,Alabama,AL,45849,True
1887,Alabama,AL,50025,True
1888,Alabama,AL,54202,True
1889,Alabama,AL,58378,True
1890,Alabama,AL,62555,False
1891,Alabama,AL,65553,True
1892,Alabama,AL,68550,True
1893,Alabama,AL,71548,True
1894,Alabama,AL,74545,True
1895,Alabama,AL,77543,True
1896,Alabama,AL,80541,True
1897,Alabama,AL,83538,True
1898,Alabama,AL,86536,True
1899,Alabama,AL,89533,True
1900,Alabama,AL,92531,False
1901,Alabama,AL,1889000,False
1902,Alabama,AL,454000,False
1903,Alabama,AL,1969000,False
1904,Alabama,AL,1792000,False
1905,Alabama,AL,1893000,False
1906,Alabama,AL,1976000,False
1907,Alabama,AL,2314000,False
1908,Alabama,AL,2403000,False
1909,Alabama,AL,2282000,False
1910,Alabama,AL,145965,False
1911,Alabama,AL,2534000,False
1912,Alabama,AL,2668000,False
1913,Alabama,AL,2729000,False
1914,Alabama,AL,2934000,False
1915,Alabama,AL,3008000,False
1916,Alabama,AL,3071000,False
1917,Alabama,AL,3171000,False
1918,Alabama,AL,3262000,False
1919,Alabama,AL,606000,False
1920,Alabama,AL,194402,False
1921,Alabama,AL,197518,True
1922,Alabama,AL,200635,True
1923,Alabama,AL,203751,True
1924,Alabama,AL,206867,True
1925,Alabama,AL,209984,True
1926,Alabama,AL,213100,True
1927,Alabama,AL,216216,True
1928,Alabama,AL,219332,True
1929,Alabama,AL,222449,True
1930,Alabama,AL,225565,False
1931,Alabama,AL,228083,True
1932,Alabama,AL,230600,True
1933,Alabama,AL,233118,True
1934,Alabama,AL,235636,True
1935,Alabama,AL,238154,True
1936,Alabama,AL,240671,True
1937,Alabama,AL,243189,True
1938,Alabama,AL,245707,True
1939,Alabama,AL,248224,True
1940,Alabama,AL,250742,False
1941,Alabama,AL,254721,True
1942,Alabama,AL,258699,True
1943,Alabama,AL,262678,True
1944,Alabama,AL,266657,True
1945,Alabama,AL,270636,True
1946,Alabama,AL,274614,True
1947,Alabama,AL,278593,True
1948,Alabama,AL,282572,True
1949,Alabama,AL,286550,True
1950,Alabama,AL,290529,False
1951,Alabama,AL,294483,True
1952,Alabama,AL,298436,True
1953,Alabama,AL,302390,True
1954,Alabama,AL,306344,True
1955,Alabama,AL,310298,True
1956,Alabama,AL,314251,True
1957,Alabama,AL,318205,True
1958,Alabama,AL,322159,True
1959,Alabama,AL,326112,True
1960,Alabama,AL,330066,False
1961,Alabama,AL,330301,True
1962,Alabama,AL,330536,True
1963,Alabama,AL,330771,True
1964,Alabama,AL,331006,True
1965,Alabama,AL,331241,True
1966,Alabama,AL,331476,True
1967,Alabama,AL,331711,True
1968,Alabama,AL,331946,True
1969,Alabama,AL,332181,True
1970,Alabama,AL,332416,False
1971,Alabama,AL,346130,True
1972,Alabama,AL,359844,True
1973,Alabama,AL,373558,True
1974,Alabama,AL,387272,True
1975,Alabama,AL,400986,True
1976,Alabama,AL,414701,True
1977,Alabama,AL,428415,True
1978,Alabama,AL,442129,True
1979,Alabama,AL,455843,True
1980,Alabama,AL,469557,False
1981,Alabama,AL,467960,True
1982,Alabama,AL,466363,True
1983,Alabama,AL,464766,True
1984,Alabama,AL,463169,True
1985,Alabama,AL,461572,True
1986,Alabama,AL,459976,True
1987,Alabama,AL,458379,True
1988,Alabama,AL,456782,True
1989,Alabama,AL,455185,True
1990,Alabama,AL,453588,False
1991,Alabama,AL,457607,True
1992,Alabama,AL,461627,True
1993,Alabama,AL,465646,True
1994,Alabama,AL,469666,True
1995,Alabama,AL,473685,True
1996,Alabama,AL,477704,True
1997,Alabama,AL,481724,True
1998,Alabama,AL,485743,True
1999,Alabama,AL,489763,True
2000,Alabama,AL,493782,False
2001,Alabama,AL,500766,True
2002,Alabama,AL,507751,True
2003,Alabama,AL,514735,True
2004,Alabama,AL,521720,True
2005,Alabama,AL,528704,True
2006,Alabama,AL,535688,True
2007,Alabama,AL,542673,True
2008,Alabama,AL,549657,True
2009,Alabama,AL,556642,True
2010,Alabama,AL,563626,False
2011,Alabama,AL,567768,False
2012,Alabama,AL,577080,False
2013,Alabama,AL,583131,False
2014,Alabama,AL,584304,False
2015,Alabama,AL,586107,False
2016,Alabama,AL,8944469,False
2017,Alabama,AL,6442495,True
2018,Alabama,AL,3940521,False
1600,Alaska,AK,,
1601,Alaska,AK,,
1602,Alaska,AK,,
1603,Alaska,AK,,
1604,Alaska,AK,,
1605,Alaska,AK,,
1606,Alaska,AK,,
1607,Alaska,AK,,
1608,Alaska,AK,,
1609,Alaska,AK,,
1610,Alaska,AK,,
1611,Alaska,AK,,
1612,Alaska,AK,,
1613,Alaska,AK,,
1614,Alaska,AK,,
1615,Alaska,AK,,
1616,Alaska,AK,,
1617,Alaska,AK,,
1618,Alaska,AK,,
1619,Alaska,AK,,
1620,Alaska,AK,,
1621,Alaska,AK,,
1622,Alaska,AK,,
1623,Alaska,AK,,
1624,Alaska,AK,,
1625,Alaska,AK,,
1626,Alaska,AK,,
1627,Alaska,AK,,
1628,Alaska,AK,,
1629,Alaska,AK,,
1630,Alaska,AK,,
1631,Alaska,AK,,
1632,Alaska,AK,,
1633,Alaska,AK,,
1634,Alaska,AK,,
1635,Alaska,AK,,
1636,Alaska,AK,,
1637,Alaska,AK,,
1638,Alaska,AK,,
1639,Alaska,AK,,
1640,Alaska,AK,,
1641,Alaska,AK,,
1642,Alaska,AK,,
1643,Alaska,AK,,
1644,Alaska,AK,,
1645,Alaska,AK,,
1646,Alaska,AK,,
1647,Alaska,AK,,
1648,Alaska,AK,,
1649,Alaska,AK,,
1650,Alaska,AK,,
1651,Alaska,AK,,
1652,Alaska,AK,,
1653,Alaska,AK,,
1654,Alaska,AK,,
1655,Alaska,AK,,
1656,Alaska,AK,,
1657,Alaska,AK,,
1658,Alaska,AK,,
1659,Alaska,AK,,
1660,Alaska,AK,,
1661,Alaska,AK,,
1662,Alaska,AK,,
1663,Alaska,AK,,
1664,Alaska,AK,,
1665,Alaska,AK,,
1666,Alaska,AK,,
1667,Alaska,AK,,
1668,Alaska,AK,,
1669,Alaska,AK,,
1670,Alaska,AK,,
1671,Alaska,AK,,
1672,Alaska,AK,,
1673,Alaska,AK,,
1674,Alaska,AK,,
1675,Alaska,AK,,
1676,Alaska,AK,,
1677,Alaska,AK,,
1678,Alaska,AK,,
1679,Alaska,AK,,
1680,Alaska,AK,,
1681,Alaska,AK,,
1682,Alaska,AK,,
1683,Alaska,AK,,
1684,Alaska,AK,,
1685,Alaska,AK,,
1686,Alaska,AK,,
1687,Alaska,AK,,
1688,Alaska,AK,,
1689,Alaska,AK,,
1690,Alaska,AK,,
1691,Alaska,AK,,
1692,Alaska,AK,,
1693,Alaska,AK,,
1694,Alaska,AK,,
1695,Alaska,AK,,
1696,Alaska,AK,,
1697,Alaska,AK,,
1698,Alaska,AK,,
1699,Alaska,AK,,
1700,Alaska,AK,,
1701,Alaska,AK,,
1702,Alaska,AK,,
1703,Alaska,AK,,
1704,Alaska,AK,,
1705,Alaska,AK,,
1706,Alaska,AK,,
1707,Alaska,AK,,
1708,Alaska,AK,,
1709,Alaska,AK,,
1710,Alaska,AK,,
1711,Alaska,AK,,
1712,Alaska,AK,,
1713,Alaska,AK,,
1714,Alaska,AK,,
1715,Alaska,AK,,
1716,Alaska,AK,,
1717,Alaska,AK,,
1718,Alaska,AK,,
1719,Alaska,AK,,
1720,Alaska,AK,,
1721,Alaska,AK,,
1722,Alaska,AK,,
1723,Alaska,AK,,
1724,Alaska,AK,,
1725,Alaska,AK,,
1726,Alaska,AK,,
1727,Alaska,AK,,
1728,Alaska,AK,,
1729,Alaska,AK,,
1730,Alaska,AK,,
1731,Alaska,AK,,
1732,Alaska,AK,,
1733,Alaska,AK,,
1734,Alaska,AK,,
1735,Alaska,AK,,
1736,Alaska,AK,,
1737,Alaska,AK,,
1738,Alaska,AK,,
1739,Alaska,AK,,
1740,Alaska,AK,,
1741,Alaska,AK,,
1742,Alaska,AK,,
1743,Alaska,AK,,
1744,Alaska,AK,,
1745,Alaska,AK,,
1746,Alaska,AK,,
1747,Alaska,AK,,
1748,Alaska,AK,,
1749,Alaska,AK,,
1750,Alaska,AK,,
1751,Alaska,AK,,
1752,Alaska,AK,,
1753,Alaska,AK,,
1754,Alaska,AK,,
1755,Alaska,AK,,
1756,Alaska,AK,,
1757,Alaska,AK,,
1758,Alaska,AK,,
1759,Alaska,AK,,
1760,Alaska,AK,,
1761,Alaska,AK,,
1762,Alaska,AK,,
1763,Alaska,AK,,
1764,Alaska,AK,,
1765,Alaska,AK,,
1766,Alaska,AK,,
1767,Alaska,AK,,
1768,Alaska,AK,,
1769,Alaska,AK,,
1770,Alaska,AK,,
1771,Alaska,AK,,
1772,Alaska,AK,,
1773,Alaska,AK,,
1774,Alaska,AK,,
1775,Alaska,AK,,
1776,Alaska,AK,,
1777,Alaska,AK,,
1778,Alaska,AK,,
1779,Alaska,AK,,
1780,Alaska,AK,,
1781,Alaska,AK,,
1782,Alaska,AK,,
1783,Alaska,AK,,
1784,Alaska,AK,,
1785,Alaska,AK,,
1786,Alaska,AK,,
1787,Alaska,AK,,
1788,Alaska,AK,,
1789,Alaska,AK,,
1790,Alaska,AK,184139,False
1791,Alaska,AK,186840,True
1792,Alaska,AK,189541,True
1793,Alaska,AK,192242,True
1794,Alaska,AK,194943,True
1795,Alaska,AK,197644,True
1796,Alaska,AK,200345,True
1797,Alaska,AK,203046,True
1798,Alaska,AK,205747,True
1799,Alaska,AK,208448,True
1800,Alaska,AK,211149,False
1801,Alaska,AK,214590,True
1802,Alaska,AK,218032,True
1803,Alaska,AK,221473,True
1804,Alaska,AK,224914,True
1805,Alaska,AK,228356,True
1806,Alaska,AK,231797,True
1807,Alaska,AK,235238,True
1808,Alaska,AK,238679,True
1809,Alaska,AK,242121,True
1810,Alaska,AK,245562,False
1811,Alaska,AK,221150,True
1812,Alaska,AK,196738,True
1813,Alaska,AK,172327,True
1814,Alaska,AK,147915,True
1815,Alaska,AK,123503,True
1816,Alaska,AK,99091,True
1817,Alaska,AK,74679,True
1818,Alaska,AK,50268,True
1819,Alaska,AK,25856,True
1820,Alaska,AK,1444,False
1821,Alaska,AK,1663,True
1822,Alaska,AK,1882,True
1823,Alaska,AK,2101,True
1824,Alaska,AK,2320,True
1825,Alaska,AK,2540,True
1826,Alaska,AK,2759,True
1827,Alaska,AK,2978,True
1828,Alaska,AK,3197,True
1829,Alaska,AK,3416,True
1830,Alaska,AK,3635,False
1831,Alaska,AK,6366,True
1832,Alaska,AK,9097,True
1833,Alaska,AK,11828,True
1834,Alaska,AK,14559,True
1835,Alaska,AK,17290,True
1836,Alaska,AK,20021,True
1837,Alaska,AK,22752,True
1838,Alaska,AK,25483,True
1839,Alaska,AK,28214,True
1840,Alaska,AK,30945,False
1841,Alaska,AK,58390,True
1842,Alaska,AK,85834,True
1843,Alaska,AK,113279,True
1844,Alaska,AK,140723,True
1845,Alaska,AK,168168,True
1846,Alaska,AK,195613,True
1847,Alaska,AK,223057,True
1848,Alaska,AK,250502,True
1849,Alaska,AK,277946,True
1850,Alaska,AK,305391,False
1851,Alaska,AK,352440,True
1852,Alaska,AK,399489,True
1853,Alaska,AK,446538,True
1854,Alaska,AK,493587,True
1855,Alaska,AK,540636,True
1856,Alaska,AK,587685,True
1857,Alaska,AK,634734,True
1858,Alaska,AK,681783,True
1859,Alaska,AK,728832,True
1860,Alaska,AK,775881,False
1861,Alaska,AK,699205,True
1862,Alaska,AK,622528,True
1863,Alaska,AK,545852,True
1864,Alaska,AK,469176,True
1865,Alaska,AK,392500,True
1866,Alaska,AK,315823,True
1867,Alaska,AK,239147,True
1868,Alaska,AK,162471,True
1869,Alaska,AK,85794,True
1870,Alaska,AK,9118,False
1871,Alaska,AK,10285,True
1872,Alaska,AK,11452,True
1873,Alaska,AK,12619,True
1874,Alaska,AK,13786,True
1875,Alaska,AK,14954,True
1876,Alaska,AK,16121,True
1877,Alaska,AK,17288,True
1878,Alaska,AK,18455,True
1879,Alaska,AK,19622,True
1880,Alaska,AK,20789,False
1881,Alaska,AK,24966,True
1882,Alaska,AK,29142,True
1883,Alaska,AK,33319,True
1884,Alaska,AK,37495,True
1885,Alaska,AK,41672,True
1886,Alaska,AK,45849,True
1887,Alaska,AK,50025,True
1888,Alaska,AK,54202,True
1889,Alaska,AK,58378,True
1890,Alaska,AK,62555,False
1891,Alaska,AK,65553,True
1892,Alaska,AK,68550,True
1893,Alaska,AK,71548,True
1894,Alaska,AK,74545,True
1895,Alaska,AK,77543,True
1896,Alaska,AK,80541,True
1897,Alaska,AK,83538,True
1898,Alaska,AK,86536,True
1899,Alaska,AK,89533,True
1900,Alaska,AK,92531,False
1901,Alaska,AK,1889000,False
1902,Alaska,AK,454000,False
1903,Alaska,AK,1969000,False
1904,Alaska,AK,1792000,False
1905,Alaska,AK,1893000,False
1906,Alaska,AK,1976000,False
1907,Alaska,AK,2314000,False
1908,Alaska,AK,2403000,False
1909,Alaska,AK,2282000,False
1910,Alaska,AK,145965,False
1911,Alaska,AK,2534000,False
1912,Alaska,AK,2668000,False
1913,Alaska,AK,2729000,False
1914,Alaska,AK,2934000,False
1915,Alaska,AK,3008000,False
1916,Alaska,AK,3071000,False
1917,Alaska,AK,3171000,False
1918,Alaska,AK,3262000,False
1919,Alaska,AK,606000,False
1920,Alaska,AK,194402,False
1921,Alaska,AK,197518,True
1922,Alaska,AK,200635,True
1923,Alaska,AK,203751,True
1924,Alaska,AK,206867,True
1925,Alaska,AK,209984,True
1926,Alaska,AK,213100,True
1927,Alaska,AK,216216,True
1928,Alaska,AK,219332,True
1929,Alaska,AK,222449,True
1930,Alaska,AK,225565,False
1931,Alaska,AK,228083,True
1932,Alaska,AK,230600,True
1933,Alaska,AK,233118,True
1934,Alaska,AK,235636,True
1935,Alaska,AK,238154,True
1936,Alaska,AK,240671,True
1937,Alaska,AK,243189,True
1938,Alaska,AK,245707,True
1939,Alaska,AK,248224,True
1940,Alaska,AK,250742,False
1941,Alaska,AK,254721,True
1942,Alaska,AK,258699,True
1943,Alaska,AK,262678,True
1944,Alaska,AK,266657,True
1945,Alaska,AK,270636,True
1946,Alaska,AK,274614,True
1947,Alaska,AK,278593,True
1948,Alaska,AK,282572,True
1949,Alaska,AK,286550,True
1950,Alaska,AK,290529,False
1951,Alaska,AK,294483,True
1952,Alaska,AK,298436,True
1953,Alaska,AK,302390,True
1954,Alaska,AK,306344,True
1955,Alaska,AK,310298,True
1956,Alaska,AK,314251,True
1957,Alaska,AK,318205,True
1958,Alaska,AK,322159,True
1959,Alaska,AK,326112,True
1960,Alaska,AK,330066,False
1961,Alaska,AK,330301,True
1962,Alaska,AK,330536,True
1963,Alaska,AK,330771,True
1964,Alaska,AK,331006,True
1965,Alaska,AK,331241,True
1966,Alaska,AK,331476,True
1967,Alaska,AK,331711,True
1968,Alaska,AK,331946,True
1969,Alaska,AK,332181,True
1970,Alaska,AK,332416,False
1971,Alaska,AK,346130,True
1972,Alaska,AK,359844,True
1973,Alaska,AK,373558,True
1974,Alaska,AK,387272,True
1975,Alaska,AK,400986,True
1976,Alaska,AK,414701,True
1977,Alaska,AK,428415,True
1978,Alaska,AK,442129,True
1979,Alaska,AK,455843,True
1980,Alaska,AK,469557,False
1981,Alaska,AK,467960,True
1982,Alaska,AK,466363,True
1983,Alaska,AK,464766,True
1984,Alaska,AK,463169,True
1985,Alaska,AK,461572,True
1986,Alaska,AK,459976,True
1987,Alaska,AK,458379,True
1988,Alaska,AK,456782,True
1989,Alaska,AK,455185,True
1990,Alaska,AK,453588,False
1991,Alaska,AK,457607,True
1992,Alaska,AK,461627,True
1993,Alaska,AK,465646,True
1994,Alaska,AK,469666,True
1995,Alaska,AK,473685,True
1996,Alaska,AK,477704,True
1997,Alaska,AK,481724,True
1998,Alaska,AK,485743,True
1999,Alaska,AK,489763,True
2000,Alaska,AK,493782,False
2001,Alaska,AK,500766,True
2002,Alaska,AK,507751,True
2003,Alaska,AK,514735,True
2004,Alaska,AK,521720,True
2005,Alaska,AK,528704,True
2006,Alaska,AK,535688,True
2007,Alaska,AK,542673,True
2008,Alaska,AK,549657,True
2009,Alaska,AK,556642,True
2010,Alaska,AK,563626,False
2011,Alaska,AK,567768,False
2012,Alaska,AK,577080,False
2013,Alaska,AK,583131,False
2014,Alaska,AK,584304,False
2015,Alaska,AK,586107,False
2016,Alaska,AK,8944469,False
2017,Alaska,AK,6442495,True
2018,Alaska,AK,3940521,False
1600,Arizona,AZ,,
1601,Arizona,AZ,,
1602,Arizona,AZ,,
1603,Arizona,AZ,,
1604,Arizona,AZ,,
1605,Arizona,AZ,,
1606,Arizona,AZ,,
1607,Arizona,AZ,,
1608,Arizona,AZ,,
1609,Arizona,AZ,,
1610,Arizona,AZ,,
1611,Arizona,AZ,,
1612,Arizona,AZ,,
1613,Arizona,AZ,,
1614,Arizona,AZ,,
1615,Arizona,AZ,,
1616,Arizona,AZ,,
1617,Arizona,AZ,,
1618,Arizona,AZ,,
1619,Arizona,AZ,,
1620,Arizona,AZ,,
1621,Arizona,AZ,,
1622,Arizona,AZ,,
1623,Arizona,AZ,,
1624,Arizona,AZ,,
1625,Arizona,AZ,,
1626,Arizona,AZ,,
1627,Arizona,AZ,,
1628,Arizona,AZ,,
1629,Arizona,AZ,,
1630,Arizona,AZ,,
1631,Arizona,AZ,,
1632,Arizona,AZ,,
1633,Arizona,AZ,,
1634,Arizona,AZ,,
1635,Arizona,AZ,,
1636,Arizona,AZ,,
1637,Arizona,AZ,,
1638,Arizona,AZ,,
1639,Arizona,AZ,,
1640,Arizona,AZ,,
1641,Arizona,AZ,,
1642,Arizona,AZ,,
1643,Arizona,AZ,,
1644,Arizona,AZ,,
1645,Arizona,AZ,,
1646,Arizona,AZ,,
1647,Arizona,AZ,,
1648,Arizona,AZ,,
1649,Arizona,AZ,,
1650,Arizona,AZ,,
1651,Arizona,AZ,,
1652,Arizona,AZ,,
1653,Arizona,AZ,,
1654,Arizona,AZ,,
1655,Arizona,AZ,,
1656,Arizona,AZ,,
1657,Arizona,AZ,,
1658,Arizona,AZ,,
1659,Arizona,AZ,,
1660,Arizona,AZ,,
1661,Arizona,AZ,,
1662,Arizona,AZ,,
1663,Arizona,AZ,,
1664,Arizona,AZ,,
1665,Arizona,AZ,,
1666,Arizona,AZ,,
1667,Arizona,AZ,,
1668,Arizona,AZ,,
1669,Arizona,AZ,,
1670,Arizona,AZ,,
1671,Arizona,AZ,,
1672,Arizona,AZ,,
1673,Arizona,AZ,,
1674,Arizona,AZ,,
1675,Arizona,AZ,,
1676,Arizona,AZ,,
1677,Arizona,AZ,,
1678,Arizona,AZ,,
1679,Arizona,AZ,,
1680,Arizona,AZ,,
1681,Arizona,AZ,,
1682,Arizona,AZ,,
1683,Arizona,AZ,,
1684,Arizona,AZ,,
1685,Arizona,AZ,,
1686,Arizona,AZ,,
1687,Arizona,AZ,,
1688,Arizona,AZ,,
1689,Arizona,AZ,,
1690,Arizona,AZ,,
1691,Arizona,AZ,,
1692,Arizona,AZ,,
1693,Arizona,AZ,,
1694,Arizona,AZ,,
1695,Arizona,AZ,,
1696,Arizona,AZ,,
1697,Arizona,AZ,,
1698,Arizona,AZ,,
1699,Arizona,AZ,,
1700,Arizona,AZ,,
1701,Arizona,AZ,,
1702,Arizona,AZ,,
1703,Arizona,AZ,,
1704,Arizona,AZ,,
1705,Arizona,AZ,,
1706,Arizona,AZ,,
1707,Arizona,AZ,,
1708,Arizona,AZ,,
1709,Arizona,AZ,,
1710,Arizona,AZ,,
1711,Arizona,AZ,,
1712,Arizona,AZ,,
1713,Arizona,AZ,,
1714,Arizona,AZ,,
1715,Arizona,AZ,,
1716,Arizona,AZ,,
1717,Arizona,AZ,,
1718,Arizona,AZ,,
